Date,Type,Amount,To/From
"Dec 10, 2020, 1:00:29 PM IST",Sent,₹3000.00,
"Dec 9, 2020, 10:04:06 AM IST",Sent,₹5000.00,
"Dec 8, 2020, 9:48:36 AM IST",Paid,₹365.00,SHOPCLUES
"Dec 7, 2020, 3:07:51 PM IST",Paid,₹6549.00,
"Dec 5, 2020, 3:20:19 PM IST",Received,₹150.00,
"Dec 5, 2020, 2:33:44 PM IST",Paid,₹170.00,VISHNU A
"Dec 5, 2020, 1:38:52 PM IST",Sent,₹200.00,
"Dec 5, 2020, 1:38:19 PM IST",Sent,₹200.00,
"Dec 5, 2020, 1:08:11 PM IST",Paid,₹300.00,
"Dec 5, 2020, 10:01:52 AM IST",Paid,₹350.00,SCISSORS SALOON
"Dec 2, 2020, 7:33:38 PM IST",Paid,₹320.00,BAALAJI ELECTRICALS AND ELECTRONICS
"Dec 2, 2020, 7:32:43 PM IST",Paid,₹320.00,BAALAJI ELECTRICALS AND ELECTRONICS
"Dec 2, 2020, 7:32:06 PM IST",Paid,₹320.00,BAALAJI ELECTRICALS AND ELECTRONICS
"Dec 2, 2020, 2:32:31 PM IST",Received,₹450.00,
"Dec 2, 2020, 2:14:11 PM IST",Received,₹450.00,
"Dec 2, 2020, 2:13:54 PM IST",Received,₹450.00,
"Dec 2, 2020, 1:52:50 PM IST",Received,₹450.00,
"Dec 2, 2020, 1:52:38 PM IST",Received,₹450.00,
"Nov 29, 2020, 11:36:08 AM IST",Sent,"₹16,500.00",
"Nov 29, 2020, 7:54:03 AM IST",Received,₹5000.00,
"Nov 29, 2020, 7:52:35 AM IST",Received,₹8000.00,
"Nov 29, 2020, 7:44:13 AM IST",Received,₹3500.00,
"Nov 25, 2020, 10:31:16 AM IST",Received,₹500.00,
"Nov 22, 2020, 9:46:54 AM IST",Received,₹5.00,Google
"Nov 22, 2020, 9:45:18 AM IST",Sent,₹1000.00,
"Nov 21, 2020, 11:18:05 AM IST",Paid,₹11.00,Jio Prepaid
"Nov 19, 2020, 5:20:36 PM IST",Paid,₹249.00,Jio Prepaid
"Nov 19, 2020, 3:32:39 PM IST",Paid,₹249.00,Jio Prepaid
"Nov 18, 2020, 4:47:04 PM IST",Received,₹1.00,
"Nov 18, 2020, 4:38:54 PM IST",Received,₹1.00,
"Nov 18, 2020, 4:38:40 PM IST",Received,₹1.00,
"Nov 16, 2020, 10:05:56 AM IST",Sent,₹693.00,
"Nov 13, 2020, 4:16:22 PM IST",Paid,₹50.00,The Snazzy Fab
"Nov 11, 2020, 9:04:19 AM IST",Paid,₹149.00,Airtel Prepaid
"Nov 11, 2020, 1:03:48 AM IST",Paid,₹149.00,Airtel Prepaid
"Nov 11, 2020, 1:00:41 AM IST",Paid,₹149.00,Airtel Prepaid
"Nov 10, 2020, 9:39:39 PM IST",Received,₹5.00,Google
"Nov 10, 2020, 9:39:11 PM IST",Paid,₹11.00,Jio Prepaid
"Nov 5, 2020, 4:52:55 PM IST",Received,₹750.00,
"Nov 5, 2020, 1:23:14 PM IST",Paid,"₹30,000.00",
"Nov 4, 2020, 7:09:38 PM IST",Received,₹5.00,Google
"Nov 4, 2020, 7:09:34 PM IST",Received,₹8.00,Google
"Nov 4, 2020, 5:29:06 PM IST",Received,₹5000.00,
"Nov 4, 2020, 2:42:34 PM IST",Paid,₹21.00,Jio Prepaid
"Nov 4, 2020, 8:24:43 AM IST",Paid,₹129.00,Airtel Prepaid
"Nov 1, 2020, 9:51:35 PM IST",Paid,₹3200.00,
"Oct 31, 2020, 4:21:16 PM IST",Sent,₹600.00,
"Oct 29, 2020, 4:40:22 PM IST",Received,₹1000.00,
"Oct 29, 2020, 12:31:57 PM IST",Received,₹1000.00,
"Oct 29, 2020, 12:31:37 PM IST",Received,₹1000.00,
"Oct 22, 2020, 11:08:19 AM IST",Paid,₹249.00,Jio Prepaid
"Oct 21, 2020, 11:06:48 PM IST",Paid,₹11.00,Jio Prepaid
"Oct 19, 2020, 9:25:03 PM IST",Paid,₹21.00,Jio Prepaid
"Oct 19, 2020, 11:44:59 AM IST",Received,₹500.00,
"Oct 16, 2020, 1:37:34 PM IST",Paid,"₹20,000.00",
"Oct 16, 2020, 1:36:26 PM IST",Paid,"₹20,000.00",
"Oct 16, 2020, 1:34:05 PM IST",Paid,"₹20,000.00",
"Oct 16, 2020, 1:33:50 PM IST",Paid,"₹20,000.00",
"Oct 16, 2020, 12:22:59 PM IST",Sent,₹1000.00,
"Oct 15, 2020, 8:47:56 PM IST",Paid,₹21.00,Jio Prepaid
"Oct 15, 2020, 6:52:35 PM IST",Sent,₹5000.00,
"Oct 15, 2020, 6:52:17 PM IST",Sent,₹5000.00,
"Oct 14, 2020, 11:17:57 AM IST",Received,₹700.00,
"Oct 13, 2020, 9:55:17 AM IST",Paid,₹399.00,Airtel Prepaid
"Oct 12, 2020, 3:45:40 PM IST",Paid,"₹10,500.00",
"Oct 12, 2020, 3:44:50 PM IST",Paid,"₹10,500.00",
"Oct 10, 2020, 4:18:47 PM IST",Sent,₹200.00,
"Oct 10, 2020, 3:18:05 PM IST",Sent,₹170.00,
"Oct 8, 2020, 4:17:43 PM IST",Sent,₹6549.00,
"Oct 7, 2020, 12:36:28 PM IST",Paid,₹4050.00,
"Oct 6, 2020, 6:53:15 PM IST",Paid,₹520.00,
"Oct 6, 2020, 6:11:44 PM IST",Sent,₹2000.00,
"Oct 6, 2020, 1:03:03 PM IST",Sent,₹500.00,
"Oct 3, 2020, 7:07:04 PM IST",Sent,₹3500.00,
"Oct 3, 2020, 7:06:48 PM IST",Sent,₹3500.00,
"Oct 3, 2020, 7:06:39 PM IST",Sent,₹3500.00,
"Oct 2, 2020, 8:09:56 PM IST",Paid,₹21.00,Jio Prepaid
"Oct 2, 2020, 9:28:22 AM IST",Paid,₹50.00,
"Oct 1, 2020, 10:16:03 AM IST",Paid,₹1000.00,
"Oct 1, 2020, 10:07:35 AM IST",Paid,₹1007.00,
"Sep 30, 2020, 4:36:49 PM IST",Received,₹200.00,
"Sep 30, 2020, 12:52:16 PM IST",Received,₹500.00,
"Sep 29, 2020, 11:55:53 AM IST",Paid,₹10.00,
"Sep 29, 2020, 11:55:02 AM IST",Received,₹12.00,Google
"Sep 29, 2020, 11:11:57 AM IST",Paid,₹90.00,KRISHNA TEXTILES
"Sep 28, 2020, 8:31:38 PM IST",Sent,₹600.00,
"Sep 28, 2020, 5:38:25 PM IST",Sent,₹700.00,
"Sep 27, 2020, 2:41:42 PM IST",Received,₹1500.00,
"Sep 27, 2020, 12:24:30 PM IST",Sent,₹200.00,
"Sep 27, 2020, 12:22:55 PM IST",Received,₹200.00,
"Sep 27, 2020, 9:21:42 AM IST",Sent,₹1500.00,
"Sep 26, 2020, 10:04:23 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 9:04:37 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 9:04:25 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 9:04:14 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 6:24:19 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 6:24:09 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 6:23:58 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 6:23:47 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 5:56:59 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 5:56:52 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 5:41:18 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 5:41:09 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 5:00:56 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 5:00:50 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:58:53 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:58:44 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:55:50 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:55:44 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:53:59 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:53:53 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:53:46 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:53:38 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:53:14 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:53:01 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:52:54 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:52:46 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:52:01 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:50:05 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:49:57 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:49:50 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:49:41 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:49:33 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:49:27 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:49:19 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:49:09 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:48:03 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:47:56 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:45:15 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:45:07 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:44:59 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:44:02 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:43:49 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:43:42 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:43:36 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:43:28 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:43:08 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:42:55 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:42:48 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:42:36 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:42:28 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:42:21 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:42:13 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:42:02 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:41:55 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:41:44 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:39:40 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:38:30 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 4:38:19 PM IST",Sent,₹1500.00,
"Sep 26, 2020, 12:03:29 PM IST",Received,₹1000.00,
"Sep 26, 2020, 11:59:51 AM IST",Received,₹1000.00,
"Sep 26, 2020, 11:02:05 AM IST",Sent,₹190.00,
"Sep 26, 2020, 10:27:24 AM IST",Sent,₹900.00,
"Sep 25, 2020, 2:26:50 PM IST",Received,₹700.00,
"Sep 25, 2020, 2:13:39 PM IST",Received,₹700.00,
"Sep 25, 2020, 2:13:26 PM IST",Received,₹700.00,
"Sep 25, 2020, 2:13:14 PM IST",Received,₹700.00,
"Sep 25, 2020, 10:13:53 AM IST",Paid,₹1122.00,
"Sep 24, 2020, 10:38:35 AM IST",Paid,₹199.00,Jio Prepaid
"Sep 24, 2020, 10:23:38 AM IST",Received,₹500.00,
"Sep 23, 2020, 10:17:38 PM IST",Sent,₹200.00,
"Sep 23, 2020, 10:16:08 PM IST",Received,₹200.00,
"Sep 23, 2020, 7:43:47 PM IST",Received,₹5.00,Google
"Sep 23, 2020, 7:43:16 PM IST",Paid,₹30.00,SUBA HOTEL
"Sep 23, 2020, 7:42:13 PM IST",Paid,₹450.00,SUBA HOTEL
"Sep 23, 2020, 12:54:04 PM IST",Received,₹500.00,
"Sep 18, 2020, 6:00:25 PM IST",Paid,₹21.00,Jio Prepaid
"Sep 14, 2020, 12:26:37 PM IST",Received,₹500.00,
"Sep 12, 2020, 12:47:09 PM IST",Received,₹1000.00,
"Sep 11, 2020, 8:32:06 PM IST",Received,₹4500.00,
"Sep 11, 2020, 6:04:48 PM IST",Received,₹10.00,Google
"Sep 11, 2020, 6:04:16 PM IST",Sent,"₹24,550.00",
"Sep 11, 2020, 6:02:44 PM IST",Received,₹4550.00,
"Sep 11, 2020, 6:00:05 PM IST",Received,"₹20,000.00",
"Sep 11, 2020, 11:25:21 AM IST",Received,₹600.00,
"Sep 10, 2020, 8:48:41 AM IST",Received,₹1489.00,
"Sep 10, 2020, 8:36:19 AM IST",Received,₹11.00,
"Sep 9, 2020, 9:02:55 PM IST",Sent,₹1.00,
"Sep 9, 2020, 8:03:40 PM IST",Received,₹1.00,
"Sep 9, 2020, 10:11:12 AM IST",Paid,₹1.00,
"Sep 7, 2020, 3:15:36 PM IST",Paid,₹6550.00,
"Sep 7, 2020, 2:57:42 PM IST",Paid,₹6549.00,
"Sep 7, 2020, 2:57:32 PM IST",Paid,₹6549.00,
"Sep 7, 2020, 2:57:25 PM IST",Paid,₹6549.00,
"Sep 7, 2020, 2:57:03 PM IST",Paid,₹6549.00,
"Sep 7, 2020, 2:44:06 PM IST",Sent,₹6550.00,
"Sep 7, 2020, 2:43:55 PM IST",Sent,₹6550.00,
"Sep 7, 2020, 2:39:32 PM IST",Sent,₹6550.00,
"Sep 7, 2020, 2:38:08 PM IST",Sent,₹6550.00,
"Sep 7, 2020, 2:37:58 PM IST",Sent,₹6550.00,
"Sep 7, 2020, 2:36:40 PM IST",Sent,₹6550.00,
"Sep 7, 2020, 2:36:33 PM IST",Sent,₹6550.00,
"Sep 7, 2020, 2:36:22 PM IST",Sent,₹6550.00,
"Sep 7, 2020, 2:36:06 PM IST",Sent,₹6550.00,
"Aug 31, 2020, 10:37:48 PM IST",Received,₹5.00,Google
"Aug 25, 2020, 8:35:28 AM IST",Paid,₹21.00,Jio Prepaid
"Aug 24, 2020, 8:30:30 PM IST",Paid,₹21.00,Jio Prepaid
"Aug 24, 2020, 8:30:22 PM IST",Paid,₹21.00,Jio Prepaid
"Aug 24, 2020, 7:47:40 PM IST",Paid,₹21.00,Jio Prepaid
"Aug 24, 2020, 7:47:13 PM IST",Paid,₹21.00,Jio Prepaid
"Aug 24, 2020, 7:46:32 PM IST",Paid,₹21.00,Jio Prepaid
"Aug 24, 2020, 7:46:16 PM IST",Paid,₹21.00,Jio Prepaid
"Aug 24, 2020, 7:35:22 PM IST",Paid,₹21.00,Jio Prepaid
"Aug 24, 2020, 7:33:19 PM IST",Paid,₹21.00,Jio Prepaid
"Aug 24, 2020, 7:32:45 PM IST",Paid,₹21.00,Jio Prepaid
"Aug 24, 2020, 7:31:31 PM IST",Paid,₹21.00,Jio Prepaid
"Aug 24, 2020, 7:12:26 PM IST",Paid,₹21.00,Jio Prepaid
"Aug 24, 2020, 7:11:30 PM IST",Paid,₹21.00,Jio Prepaid
"Aug 24, 2020, 7:10:48 PM IST",Paid,₹21.00,Jio Prepaid
"Aug 24, 2020, 7:10:07 PM IST",Paid,₹21.00,Jio Prepaid
"Aug 24, 2020, 7:06:23 PM IST",Paid,₹21.00,Jio Prepaid
"Aug 24, 2020, 7:05:41 PM IST",Paid,₹21.00,Jio Prepaid
"Aug 24, 2020, 7:04:59 PM IST",Paid,₹21.00,Jio Prepaid
"Aug 20, 2020, 9:26:50 PM IST",Received,₹800.00,
"Aug 20, 2020, 9:23:39 PM IST",Paid,₹800.00,
"Aug 18, 2020, 8:34:34 PM IST",Paid,₹21.00,Jio Prepaid
"Aug 8, 2020, 1:42:00 PM IST",Paid,₹21.00,Jio Prepaid
"Aug 2, 2020, 10:31:11 AM IST",Paid,₹1000.00,
"Aug 1, 2020, 12:46:12 PM IST",Paid,₹1000.00,
"Aug 1, 2020, 12:45:56 PM IST",Paid,₹1000.00,
"Jul 30, 2020, 9:49:59 AM IST",Paid,₹6549.00,IDFC FIRST Loan Collections
"Jul 30, 2020, 9:41:56 AM IST",Paid,₹6549.00,IDFC FIRST Loan Collections
"Mar 19, 2020, 7:17:11 PM IST",Sent,₹300.00,
"Mar 17, 2020, 2:53:25 PM IST",Received,₹30.00,
"Mar 17, 2020, 2:40:50 PM IST",Received,₹150.00,
"Mar 17, 2020, 1:44:16 PM IST",Paid,₹450.00,
"Mar 17, 2020, 1:34:56 PM IST",Received,₹450.00,
"Mar 13, 2020, 10:18:37 PM IST",Paid,₹10.00,Jio Prepaid
"Mar 4, 2020, 7:57:10 PM IST",Paid,₹6550.00,
"Mar 4, 2020, 4:48:35 PM IST",Received,₹1000.00,
"Mar 2, 2020, 2:15:55 PM IST",Sent,₹100.00,
"Mar 1, 2020, 9:00:37 PM IST",Paid,₹93.00,Narayana Medicals
"Mar 1, 2020, 8:53:17 PM IST",Paid,₹195.00,
"Feb 26, 2020, 10:29:22 PM IST",Paid,₹21.00,Jio Prepaid
"Feb 26, 2020, 7:30:32 PM IST",Sent,₹100.00,
"Feb 24, 2020, 6:32:21 AM IST",Received,₹10.00,Google
"Feb 24, 2020, 6:31:05 AM IST",Sent,₹400.00,
"Feb 23, 2020, 3:45:28 PM IST",Received,₹1000.00,
"Feb 18, 2020, 9:01:57 PM IST",Sent,₹250.00,
"Feb 18, 2020, 8:59:48 PM IST",Sent,₹250.00,
"Feb 18, 2020, 8:59:34 PM IST",Sent,₹250.00,
"Feb 18, 2020, 8:52:48 PM IST",Received,₹250.00,
"Feb 15, 2020, 11:39:58 AM IST",Paid,₹312.36,BookMyShow
"Feb 14, 2020, 5:31:34 PM IST",Received,₹370.00,
"Feb 13, 2020, 8:29:06 PM IST",Received,₹500.00,
"Feb 13, 2020, 2:47:09 PM IST",Received,₹200.00,
"Feb 13, 2020, 1:17:42 PM IST",Received,₹200.00,
"Feb 13, 2020, 1:15:58 PM IST",Received,₹200.00,
"Feb 13, 2020, 1:15:06 PM IST",Received,₹200.00,
"Feb 13, 2020, 1:14:54 PM IST",Received,₹200.00,
"Feb 12, 2020, 6:37:49 PM IST",Received,₹300.00,
"Feb 12, 2020, 3:46:43 PM IST",Received,₹600.00,
"Feb 11, 2020, 8:39:27 PM IST",Paid,₹180.00,
"Feb 11, 2020, 8:17:45 PM IST",Paid,₹100.00,
"Feb 11, 2020, 7:59:20 PM IST",Received,₹7000.00,
"Feb 11, 2020, 7:55:39 PM IST",Received,₹7000.00,
"Feb 11, 2020, 7:55:28 PM IST",Received,₹7000.00,
"Feb 10, 2020, 4:21:56 PM IST",Received,₹400.00,
"Feb 10, 2020, 12:55:04 PM IST",Received,₹200.00,
"Feb 10, 2020, 12:54:38 PM IST",Received,₹200.00,
"Feb 8, 2020, 11:57:52 AM IST",Paid,₹10.00,Vi Prepaid
"Feb 8, 2020, 11:57:12 AM IST",Paid,₹10.00,Vi Prepaid
"Feb 6, 2020, 1:09:53 PM IST",Received,₹116.00,
"Feb 6, 2020, 9:04:27 AM IST",Received,₹116.00,
"Feb 6, 2020, 6:21:50 AM IST",Paid,₹10.00,Vi Prepaid
"Feb 6, 2020, 6:21:15 AM IST",Paid,₹48.00,Vi Prepaid
"Feb 4, 2020, 3:18:41 PM IST",Sent,₹1000.00,
"Feb 4, 2020, 11:20:08 AM IST",Sent,₹1000.00,
"Feb 4, 2020, 11:19:44 AM IST",Sent,₹1000.00,
"Feb 4, 2020, 11:19:10 AM IST",Sent,₹1000.00,
"Feb 4, 2020, 11:17:28 AM IST",Requested,₹1000.00,
"Feb 4, 2020, 10:00:46 AM IST",Received,₹1000.00,
"Feb 1, 2020, 6:08:34 PM IST",Paid,₹6555.00,
"Jan 31, 2020, 7:15:16 PM IST",Sent,₹2450.00,
"Jan 26, 2020, 2:09:07 PM IST",Paid,₹20.00,Airtel Prepaid
"Jan 24, 2020, 4:39:42 PM IST",Paid,₹21.00,Jio Prepaid
"Jan 21, 2020, 6:22:38 PM IST",Paid,₹129.00,Jio Prepaid
"Jan 21, 2020, 6:13:21 PM IST",Paid,₹129.00,Jio Prepaid
"Jan 21, 2020, 6:13:06 PM IST",Paid,₹129.00,Jio Prepaid
"Jan 20, 2020, 8:32:03 PM IST",Paid,₹21.00,Jio Prepaid
"Jan 20, 2020, 9:11:26 AM IST",Paid,₹75.00,Jio Prepaid
"Jan 17, 2020, 11:47:32 AM IST",Received,₹1000.00,
"Jan 13, 2020, 4:00:49 PM IST",Paid,₹141.17,Zomato
"Jan 13, 2020, 3:41:22 PM IST",Paid,₹21.00,Jio Prepaid
"Jan 11, 2020, 9:06:45 PM IST",Paid,₹149.00,Airtel Prepaid
"Jan 11, 2020, 7:20:18 PM IST",Paid,₹199.00,Jio Prepaid
"Jan 10, 2020, 12:22:24 AM IST",Sent,₹500.00,
"Jan 8, 2020, 7:47:31 PM IST",Paid,₹499.00,instamojo
"Jan 8, 2020, 7:36:41 PM IST",Paid,₹499.00,instamojo
"Jan 5, 2020, 10:09:10 PM IST",Paid,₹21.00,Jio Prepaid
"Jan 5, 2020, 11:34:06 AM IST",Received,₹150.00,
"Jan 4, 2020, 10:29:22 AM IST",Sent,₹200.00,
"Jan 3, 2020, 10:06:04 PM IST",Paid,₹21.00,Jio Prepaid
"Jan 3, 2020, 9:59:50 PM IST",Paid,₹21.00,Jio Prepaid
"Jan 3, 2020, 8:06:31 AM IST",Sent,₹500.00,
"Jan 1, 2020, 8:38:51 AM IST",Paid,₹6560.00,
"Jan 1, 2020, 8:38:34 AM IST",Paid,₹6560.00,
"Dec 31, 2019, 4:33:45 PM IST",Paid,₹119.76,Zomato
"Dec 30, 2019, 8:26:06 AM IST",Received,₹9.00,Google
"Dec 29, 2019, 7:58:31 PM IST",Sent,₹6000.00,
"Dec 27, 2019, 9:24:22 PM IST",Paid,₹48.00,Vi Prepaid
"Dec 27, 2019, 12:28:26 PM IST",Received,₹50.00,
"Dec 27, 2019, 11:08:38 AM IST",Sent,₹800.00,
"Dec 25, 2019, 1:50:21 PM IST",Sent,₹100.00,
"Dec 25, 2019, 10:59:53 AM IST",Sent,₹800.00,
"Dec 24, 2019, 1:16:47 PM IST",Paid,₹340.74,BookMyShow
"Dec 24, 2019, 12:13:08 PM IST",Received,₹800.00,
"Dec 24, 2019, 12:12:49 PM IST",Received,₹800.00,
"Dec 22, 2019, 5:36:08 PM IST",Paid,₹129.00,Jio Prepaid
"Dec 21, 2019, 10:02:37 PM IST",Paid,₹21.00,Jio Prepaid
"Dec 21, 2019, 7:26:50 AM IST",Paid,₹75.00,Jio Prepaid
"Dec 20, 2019, 3:29:13 PM IST",Received,₹18.00,Google
"Dec 20, 2019, 3:28:39 PM IST",Sent,₹1000.00,
"Dec 18, 2019, 8:23:17 PM IST",Paid,₹10.00,Jio Prepaid
"Dec 18, 2019, 5:34:19 PM IST",Paid,₹149.00,Jio Prepaid
"Dec 17, 2019, 12:35:11 PM IST",Received,₹5000.00,
"Dec 13, 2019, 7:34:47 PM IST",Paid,₹399.00,Razorpay
"Dec 11, 2019, 6:21:34 PM IST",Sent,₹1.00,
"Dec 1, 2019, 1:19:32 PM IST",Paid,₹6550.00,
"Nov 24, 2019, 7:11:53 PM IST",Sent,₹270.00,
"Nov 24, 2019, 7:10:43 AM IST",Sent,₹200.00,
"Nov 17, 2019, 10:52:05 AM IST",Sent,₹100.00,
"Nov 16, 2019, 8:33:49 PM IST",Sent,₹100.00,
"Nov 16, 2019, 8:33:26 PM IST",Sent,₹100.00,
"Nov 10, 2019, 2:14:03 PM IST",Received,₹10.00,
"Nov 3, 2019, 1:20:56 PM IST",Sent,₹90.00,
"Nov 1, 2019, 9:47:57 AM IST",Received,₹2000.00,
"Oct 30, 2019, 1:28:43 PM IST",Received,₹40.00,
"Oct 30, 2019, 1:28:22 PM IST",Received,₹40.00,
"Oct 30, 2019, 1:25:51 PM IST",Received,₹40.00,
"Oct 28, 2019, 4:06:34 PM IST",Received,₹100.00,
"Oct 26, 2019, 9:02:31 PM IST",Sent,₹100.00,
"Oct 26, 2019, 12:03:00 PM IST",Paid,₹159.00,Jio Prepaid
"Oct 26, 2019, 12:02:42 PM IST",Paid,₹159.00,Jio Prepaid
"Oct 25, 2019, 1:03:43 PM IST",Received,₹100.00,
"Oct 25, 2019, 1:02:53 PM IST",Received,₹100.00,
"Oct 25, 2019, 11:28:49 AM IST",Received,₹5.00,Google
"Oct 25, 2019, 11:28:00 AM IST",Sent,₹2000.00,
"Oct 20, 2019, 2:10:35 PM IST",Paid,₹704.00,ticketnew
"Oct 19, 2019, 10:11:00 AM IST",Sent,₹330.00,
"Oct 19, 2019, 10:10:55 AM IST",Sent,₹330.00,
"Oct 18, 2019, 8:08:46 PM IST",Sent,₹330.00,
"Oct 17, 2019, 9:26:43 PM IST",Received,₹90.00,
"Oct 15, 2019, 9:30:36 PM IST",Received,₹30.00,
"Oct 15, 2019, 3:18:36 PM IST",Sent,₹500.00,
"Oct 9, 2019, 8:23:16 PM IST",Paid,₹500.00,
"Oct 9, 2019, 7:45:03 PM IST",Paid,₹2100.00,
"Oct 8, 2019, 12:41:41 PM IST",Sent,₹1000.00,
"Oct 5, 2019, 8:10:46 AM IST",Sent,₹1000.00,
"Oct 4, 2019, 8:05:27 PM IST",Sent,₹1000.00,
"Oct 2, 2019, 1:06:31 PM IST",Sent,₹100.00,
"Jul 29, 2019, 5:42:14 PM IST",Received,₹3600.00,
"Jun 15, 2019, 12:46:15 PM IST",Received,₹3000.00,
"Jun 14, 2019, 9:45:10 AM IST",Received,₹1000.00,
"Jun 13, 2019, 7:53:01 PM IST",Received,₹1000.00,
"Jun 13, 2019, 12:01:11 PM IST",Received,₹1500.00,
"May 27, 2019, 11:31:46 AM IST",Paid,₹1800.00,
"May 22, 2019, 2:36:38 PM IST",Paid,₹7.00,BSNL Prepaid
"May 12, 2019, 8:06:00 AM IST",Sent,₹2000.00,
"May 11, 2019, 10:06:57 PM IST",Sent,₹2000.00,
"May 11, 2019, 8:23:52 PM IST",Sent,₹2000.00,
"May 11, 2019, 6:32:35 PM IST",Sent,₹2000.00,
"May 11, 2019, 6:32:23 PM IST",Sent,₹2000.00,
"May 11, 2019, 6:26:40 PM IST",Sent,₹2000.00,
"May 11, 2019, 6:20:29 PM IST",Sent,₹2000.00,
"May 11, 2019, 6:19:11 PM IST",Sent,₹2000.00,
"May 11, 2019, 6:18:51 PM IST",Sent,₹2000.00,
"May 9, 2019, 2:03:28 PM IST",Sent,₹250.00,
"May 2, 2019, 4:26:15 PM IST",Received,₹300.00,
"May 1, 2019, 7:06:04 AM IST",Paid,₹200.00,
"Apr 30, 2019, 11:26:43 AM IST",Received,₹100.00,
"Apr 30, 2019, 11:25:48 AM IST",Received,₹100.00,
"Apr 30, 2019, 9:25:12 AM IST",Sent,₹100.00,
"Apr 23, 2019, 5:15:08 PM IST",Received,₹150.00,
"Apr 23, 2019, 5:14:57 PM IST",Received,₹13.00,Google
"Apr 23, 2019, 5:12:44 PM IST",Sent,₹150.00,
"Apr 19, 2019, 2:06:02 PM IST",Paid,₹1000.00,
"Apr 16, 2019, 9:33:42 PM IST",Paid,₹21.00,Jio Prepaid
"Apr 15, 2019, 5:00:45 PM IST",Sent,₹100.00,
"Apr 14, 2019, 7:07:28 PM IST",Paid,₹119.00,Airtel Prepaid
"Apr 6, 2019, 3:12:59 PM IST",Received,₹479.00,
"Apr 6, 2019, 2:56:37 PM IST",Received,₹1.00,
"Apr 6, 2019, 2:34:40 PM IST",Paid,₹100.00,
"Apr 5, 2019, 12:04:16 PM IST",Received,₹1.00,
"Apr 2, 2019, 11:39:33 AM IST",Paid,₹147.22,Zomato
"Apr 1, 2019, 5:03:53 PM IST",Received,₹1.00,
